date,product,category,region,customer,quantity,revenue,cost
2024-06-02,Product E,Accessories,East,Customer_42,2,2146.96,1632.85
2024-06-02,Product C,Accessories,East,Customer_26,11,7106.71,5917.84
2024-06-02,Product B,Electronics,North,Customer_40,5,13250.24,9390.86
2024-06-02,Product E,Accessories,South,Customer_25,4,4016.31,3450.5
2024-06-02,Product E,Accessories,West,Customer_24,2,976.54,908.1822
2024-06-03,Product C,Accessories,South,Customer_15,8,5564.26,4207.13
2024-06-03,Product C,Accessories,West,Customer_02,6,1893.65,1761.0945000000002
2024-06-03,Product B,Electronics,West,Customer_28,6,6453.44,6001.6992
2024-06-04,Product B,Electronics,North,Customer_01,7,18367.46,12978.35
2024-06-04,Product D,Services,South,Customer_14,3,19821.73,22778.48
2024-06-04,Product A,Electronics,East,Customer_29,7,8963.31,8335.8783
2024-06-04,Product C,Accessories,North,Customer_40,10,7202.75,5203.37
2024-06-05,Product E,Accessories,West,Customer_09,5,2281.23,2121.5439
2024-06-05,Product A,Electronics,West,Customer_02,7,3837.98,3569.3214000000003
2024-06-05,Product C,Accessories,South,Customer_41,9,6376.65,4826.62
2024-06-05,Product E,Accessories,East,Customer_20,4,4187.04,3309.39
2024-06-05,Product B,Electronics,East,Customer_34,4,10490.32,7550.49
2024-06-05,Product B,Electronics,North,Customer_28,6,16482.43,11136.79
2024-06-05,Product E,Accessories,South,Customer_30,6,6606.74,5133.66
2024-06-05,Product D,Services,North,Customer_08,1,6687.21,7775.2
2024-06-05,Product A,Electronics,South,Customer_04,4,4585.72,4264.7196
2024-06-05,Product C,Accessories,East,Customer_18,7,4891.01,3715.18
2024-06-06,Product E,Accessories,South,Customer_25,4,4322.95,3414.46
2024-06-06,Product D,Services,West,Customer_23,2,5469.57,15553.0
2024-06-06,Product B,Electronics,North,Customer_13,6,15431.98,11750.55
2024-06-06,Product A,Electronics,East,Customer_38,9,10562.83,9823.4319
2024-06-06,Product A,Electronics,North,Customer_29,9,11001.73,10231.6089
2024-06-06,Product B,Electronics,South,Customer_22,9,21832.61,16646.76
2024-06-06,Product A,Electronics,West,Customer_06,5,2755.76,2562.8568000000005
2024-06-06,Product C,Accessories,East,Customer_41,8,5368.65,4178.95
2024-06-07,Product C,Accessories,North,Customer_41,10,6895.67,5077.2
2024-06-07,Product A,Electronics,South,Customer_25,8,10192.98,9479.4714
2024-06-07,Product E,Accessories,West,Customer_21,4,2006.57,1866.1101
2024-06-07,Product D,Services,North,Customer_40,5,34190.49,36762.87
2024-06-07,Product A,Electronics,West,Customer_09,6,3344.74,3110.6082
2024-06-07,Product B,Electronics,North,Customer_20,2,5484.31,3913.0
2024-06-08,Product E,Accessories,North,Customer_03,8,9230.83,6805.09
2024-06-08,Product E,Accessories,South,Customer_39,2,2012.23,1704.2
2024-06-08,Product E,Accessories,North,Customer_36,6,7147.71,4919.32
2024-06-08,Product A,Electronics,West,Customer_07,6,3131.46,2912.2578000000003
2024-06-08,Product C,Accessories,South,Customer_25,8,5308.59,4195.26
2024-06-09,Product A,Electronics,West,Customer_36,8,4107.61,3820.0773
2024-06-09,Product C,Accessories,East,Customer_17,9,5667.73,4774.75
2024-06-09,Product B,Electronics,East,Customer_21,4,9962.81,7772.0
2024-06-09,Product B,Electronics,West,Customer_23,5,5994.01,5574.429300000001
2024-06-09,Product A,Electronics,East,Customer_33,7,8044.02,7480.9386
2024-06-09,Product E,Accessories,North,Customer_18,3,3197.46,2483.02
2024-06-10,Product C,Accessories,West,Customer_20,5,1557.17,1448.1681
2024-06-10,Product A,Electronics,East,Customer_39,6,7161.81,6660.483300000001
2024-06-10,Product B,Electronics,North,Customer_19,4,10719.81,7680.24
2024-06-10,Product B,Electronics,South,Customer_04,6,14505.14,11200.34
2024-06-10,Product A,Electronics,East,Customer_10,5,6106.81,5679.3333
2024-06-11,Product C,Accessories,South,Customer_43,6,3750.55,3080.21
2024-06-11,Product B,Electronics,West,Customer_02,8,9129.13,8490.0909
2024-06-11,Product D,Services,West,Customer_04,4,12062.25,31031.22
2024-06-12,Product C,Accessories,East,Customer_11,7,4869.53,3746.44
2024-06-12,Product D,Services,South,Customer_33,2,13254.66,14762.63
2024-06-12,Product E,Accessories,West,Customer_10,3,1373.46,1277.3178
2024-06-12,Product A,Electronics,South,Customer_42,5,6432.88,5982.5784
2024-06-12,Product E,Accessories,South,Customer_30,4,4501.51,3371.91
2024-06-12,Product C,Accessories,South,Customer_44,8,5436.7,4210.9
2024-06-12,Product D,Services,North,Customer_16,1,6370.95,7730.9
2024-06-13,Product A,Electronics,West,Customer_11,9,4675.77,4348.466100000001
2024-06-13,Product B,Electronics,East,Customer_21,6,14473.58,11352.28
2024-06-13,Product B,Electronics,South,Customer_01,4,10589.53,7677.54
2024-06-14,Product B,Electronics,West,Customer_05,3,3213.48,2988.5364
2024-06-14,Product C,Accessories,North,Customer_07,8,5304.56,4233.65
2024-06-14,Product C,Accessories,East,Customer_07,11,7740.38,5675.87
2024-06-15,Product C,Accessories,East,Customer_28,5,3157.84,2599.25
2024-06-15,Product A,Electronics,East,Customer_33,7,8038.26,7475.581800000001
2024-06-15,Product A,Electronics,East,Customer_09,8,10256.84,9538.861200000001
2024-06-15,Product B,Electronics,West,Customer_15,6,7201.39,6697.292700000001
2024-06-15,Product C,Accessories,North,Customer_07,6,4428.49,3100.0
2024-06-15,Product A,Electronics,South,Customer_07,6,7067.09,6572.3937000000005
2024-06-15,Product C,Accessories,West,Customer_20,9,2550.93,2372.3649
2024-06-16,Product E,Accessories,South,Customer_27,6,6043.31,5094.2
2024-06-16,Product E,Accessories,North,Customer_08,1,1122.63,821.25
2024-06-16,Product A,Electronics,North,Customer_31,4,4817.71,4480.4703
2024-06-16,Product A,Electronics,East,Customer_05,8,9041.45,8408.5485
2024-06-16,Product E,Accessories,West,Customer_11,3,1396.38,1298.6334000000002
2024-06-17,Product C,Accessories,East,Customer_44,9,5785.8,4754.79
2024-06-17,Product E,Accessories,North,Customer_35,4,4255.1,3459.69
2024-06-17,Product C,Accessories,North,Customer_37,6,4056.61,3044.78
2024-06-17,Product C,Accessories,East,Customer_10,9,5870.42,4673.44
2024-06-17,Product A,Electronics,East,Customer_13,5,6401.38,5953.2834
2024-06-18,Product C,Accessories,East,Customer_14,5,3234.48,2681.42
2024-06-18,Product E,Accessories,North,Customer_06,3,3593.68,2497.34
2024-06-18,Product A,Electronics,East,Customer_01,8,9746.07,9063.8451
2024-06-18,Product B,Electronics,East,Customer_11,4,10531.04,7441.3
2024-06-18,Product C,Accessories,North,Customer_12,6,4098.78,3062.82
2024-06-18,Product B,Electronics,North,Customer_35,5,13878.17,9664.05
2024-06-18,Product A,Electronics,West,Customer_32,9,4773.78,4439.6154
2024-06-18,Product A,Electronics,West,Customer_36,5,2613.16,2430.2388
2024-06-18,Product C,Accessories,South,Customer_08,7,4747.07,3635.2
2024-06-19,Product C,Accessories,East,Customer_04,4,2833.86,2147.95
2024-06-19,Product C,Accessories,South,Customer_21,7,4469.43,3696.92
2024-06-19,Product E,Accessories,East,Customer_13,4,4134.64,3388.33
2024-06-20,Product C,Accessories,North,Customer_03,6,4432.47,3066.0
2024-06-20,Product B,Electronics,North,Customer_44,5,12934.72,9554.93
2024-06-21,Product C,Accessories,East,Customer_23,7,4937.64,3743.34
2024-06-21,Product A,Electronics,East,Customer_32,4,4619.25,4295.9025
2024-06-21,Product B,Electronics,South,Customer_02,2,4975.1,3771.43
2024-06-21,Product C,Accessories,North,Customer_26,6,4089.2,3053.37
2024-06-21,Product C,Accessories,South,Customer_03,9,5707.74,4704.24
2024-06-21,Product E,Accessories,North,Customer_26,6,6648.64,5107.02
2024-06-22,Product B,Electronics,North,Customer_25,4,10494.26,7402.52
2024-06-22,Product B,Electronics,East,Customer_18,4,10361.97,7453.02
2024-06-23,Product C,Accessories,South,Customer_26,8,5562.64,4292.04
2024-06-23,Product A,Electronics,West,Customer_02,5,2679.26,2491.7118000000005
2024-06-23,Product A,Electronics,North,Customer_13,8,9822.79,9135.194700000002
2024-06-23,Product A,Electronics,West,Customer_09,7,4001.69,3721.5717000000004
2024-06-23,Product C,Accessories,East,Customer_40,5,3378.84,2667.9
2024-06-24,Product C,Accessories,East,Customer_18,12,8316.01,6099.46
2024-06-24,Product C,Accessories,West,Customer_31,4,1291.92,1201.4856000000002
2024-06-24,Product C,Accessories,East,Customer_21,8,5043.93,4173.37
2024-06-24,Product C,Accessories,East,Customer_09,6,4051.53,3207.77
2024-06-24,Product E,Accessories,North,Customer_30,3,3239.34,2585.44
2024-06-25,Product B,Electronics,North,Customer_10,2,5527.59,3725.11
2024-06-25,Product B,Electronics,North,Customer_33,7,18459.72,13628.49
2024-06-25,Product E,Accessories,West,Customer_19,7,3519.89,3273.4977
2024-06-25,Product B,Electronics,East,Customer_37,2,5272.62,3753.49
2024-06-25,Product C,Accessories,North,Customer_15,9,6710.44,4779.32
2024-06-25,Product A,Electronics,North,Customer_22,6,8191.2,7617.816
2024-06-25,Product C,Accessories,South,Customer_27,6,3910.01,3156.37
2024-06-25,Product E,Accessories,South,Customer_32,1,1006.79,823.19
2024-06-25,Product A,Electronics,East,Customer_41,7,8080.26,7514.6418
2024-06-26,Product B,Electronics,South,Customer_41,3,7298.46,5722.1
2024-06-26,Product C,Accessories,East,Customer_39,7,4412.01,3682.11
2024-06-26,Product C,Accessories,East,Customer_10,6,3774.77,3180.89
2024-06-27,Product C,Accessories,South,Customer_10,8,5362.04,4189.61
2024-06-27,Product E,Accessories,West,Customer_04,6,2945.74,2739.5382
2024-06-27,Product E,Accessories,South,Customer_36,4,4077.15,3424.94
2024-06-27,Product A,Electronics,South,Customer_30,6,6994.19,6504.5967
2024-06-27,Product C,Accessories,South,Customer_35,8,5580.67,4100.43
2024-06-27,Product A,Electronics,East,Customer_40,9,10826.78,10068.905400000001
